name,memory_size,memory_type,bus_speed,module_sticks,module_capacity,first_word_latency,cas_latency
TEAMGROUP Team T-FORCE VULCAN Z 32GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZGD432G3000HC16C01,32.0,4,3000,1,32,10.667,16.0
Corsair Dominator Platinum RGB,64.0,5,5200,2,32,14.615,38.0
G.Skill Trident Z Royal,16.0,4,5333,2,8,8.251,22.0
TEAMGROUP T-Force Dark Za,16.0,4,3200,2,8,10.0,16.0
G.Skill Ripjaws V,8.0,4,2400,1,8,14.167,17.0
TEAMGROUP T-Force DELTAα RGB,16.0,5,6000,1,16,12.667,38.0
TEAMGROUP T-Force Vulcan Eco,32.0,5,6000,2,16,10.0,30.0
Kingston FURY Impact,16.0,4,3200,2,8,12.5,20.0
Crucial CT2K32G52C42S5,64.0,5,5200,2,32,16.154,42.0
Crucial CT48G56C46S5,48.0,5,5600,1,48,16.429,46.0
G.Skill Trident Z RGB,32.0,4,3200,4,8,8.75,14.0
G.Skill Sniper Gaming,16.0,3,1866,2,8,10.718,10.0
G.Skill Trident Z RGB,16.0,4,2666,2,8,13.503,18.0
GeIL Orion AMD Edition,32.0,4,3200,2,16,10.0,16.0
ADATA XPG LANCER RGB,32.0,5,6000,1,32,10.0,30.0
ADATA XPG CASTER RGB,16.0,5,6400,1,16,12.5,40.0
G.Skill Value,4.0,3,1333,1,4,13.503,9.0
Patriot Viper 4 Blackout,16.0,4,4400,2,8,8.182,18.0
Corsair Vengeance LPX,256.0,4,2666,8,32,12.003,16.0
Patriot Signature,4.0,3,1600,1,4,13.75,11.0
Corsair Vengeance LPX,128.0,4,3000,8,16,10.0,15.0
Corsair Vengeance LPX,16.0,4,4000,2,8,9.0,18.0
G.Skill TridentZ RGB,32.0,4,4400,2,16,7.727,17.0
G.Skill Ripjaws 4,8.0,4,2400,2,4,12.5,15.0
Corsair Vengeance RGB,32.0,4,3466,4,8,9.233,16.0
Timetec PINNACLE Konduit RGB,16.0,4,3200,1,16,10.0,16.0
GOODRAM IRDM,64.0,5,6000,2,32,10.0,30.0
Kingston Value,4.0,3,1333,2,2,13.503,9.0
Corsair Vengeance Pro,16.0,3,2400,2,8,9.167,11.0
Corsair Dominator Platinum,32.0,4,3000,2,16,10.0,15.0
G.Skill Aegis,8.0,4,2400,1,8,12.5,15.0
ADATA XPG Z1,16.0,4,3200,1,16,10.0,16.0
Kingston KCP421ND8/16,16.0,4,2133,1,16,14.065,15.0
Kingston HyperX Predator,8.0,4,2666,1,8,9.752,13.0
Corsair Vengeance LPX,128.0,4,4000,8,16,9.5,19.0
G.Skill Trident Z Royal Elite,16.0,4,3600,2,8,8.889,16.0
TEAMGROUP T-Create Expert,16.0,4,3200,2,8,8.75,14.0
Thermaltake TOUGHRAM XG RGB,64.0,4,3600,2,32,10.0,18.0
TEAMGROUP Elite,32.0,5,6000,2,16,16.0,48.0
Thermaltake TOUGHRAM Z-ONE RGB,32.0,5,4800,2,16,16.667,40.0
ADATA XPG Lancer Blade RGB,16.0,5,6400,1,16,10.0,32.0
G.Skill Ripjaws,16.0,4,2400,2,8,13.333,16.0
Crucial CT8G4SFS824A,8.0,4,2400,1,8,14.167,17.0
Corsair Vengeance RGB RT,64.0,4,3600,4,16,10.0,18.0
Apacer Panther,32.0,5,6400,2,16,10.0,32.0
G.Skill Trident Z RGB,16.0,4,3600,2,8,9.444,17.0
G.Skill Value,8.0,3,1600,2,4,13.75,11.0
Silicon Power SP008GLSTU160N02,8.0,3,1600,1,8,13.75,11.0
G.Skill Trident Z RGB,16.0,4,4600,2,8,7.826,18.0
Silicon Power SP008GLLTU160N02,8.0,3,1600,1,8,13.75,11.0
G.Skill Trident Z Royal,16.0,4,3600,2,8,8.889,16.0
TEAMGROUP T-Create Classic,64.0,4,3200,2,32,13.75,22.0
G.Skill Trident Z Royal,16.0,4,4800,2,8,8.333,20.0
Kingston FURY Beast,8.0,4,3733,1,8,10.179,19.0
G.Skill Ripjaws V,128.0,4,3200,4,32,8.75,14.0
Mushkin Enhanced Essentials,64.0,4,2933,2,32,14.32,21.0
Mushkin Redline Lumina White,32.0,5,6800,2,16,10.0,34.0
G.Skill Trident Z RGB,32.0,4,3600,4,8,9.444,17.0
G.Skill Trident Z5,32.0,5,6000,2,16,13.333,40.0
TEAMGROUP Elite,8.0,3,1600,1,8,13.75,11.0
Crucial CT2KIT204864BF160B,32.0,3,1600,2,16,13.75,11.0
Corsair Vengeance RGB Pro,32.0,4,2666,4,8,12.003,16.0
Gigabyte DESIGNARE,64.0,4,3200,2,32,10.0,16.0
G.Skill Ripjaws V,32.0,4,4000,2,16,8.0,16.0
ADATA AD5U480016G-DT,32.0,5,4800,2,16,16.667,40.0
OLOy Blade RGB,32.0,5,7600,2,16,9.474,36.0
Corsair XMS2,2.0,2,800,2,1,10.0,4.0
G.Skill Value,8.0,3,1600,1,8,13.75,11.0
Mushkin Essentials,8.0,3,1600,1,8,13.75,11.0
G.Skill Ripjaws V,32.0,4,3000,2,16,10.667,16.0
TEAMGROUP T-Force Xtreem ARGB,32.0,4,3200,2,16,10.0,16.0
PNY XLR8 Gaming EPIC-X RGB,16.0,4,3200,1,16,10.0,16.0
Kingston FURY,16.0,4,2400,1,16,12.5,15.0
TEAMGROUP Elite Plus,16.0,4,2400,2,8,13.333,16.0
GeIL Pristine,16.0,4,2400,1,16,13.333,16.0
Kingston HyperX Fury RGB,64.0,4,3200,4,16,10.0,16.0
TEAMGROUP T-Force Dark Z,16.0,4,3600,2,8,10.0,18.0
Samsung Samsung DDR4-2933 32GB/2Gx4 ECC/REG CL21 Server Memory,32.0,4,2933,1,32,14.32,21.0
Kingston HyperX Fury RGB,16.0,4,3733,2,8,10.179,19.0
Kingston HyperX Fury RGB,32.0,4,3600,2,16,9.444,17.0
Lexar Hades RGB,16.0,4,3200,2,8,11.25,18.0
TEAMGROUP T-Force Vulcan,32.0,5,4800,2,16,15.0,36.0
G.Skill Trident Z Royal,64.0,4,4400,2,32,8.636,19.0
Patriot Signature Line,4.0,4,2666,1,4,14.254,19.0
Neo Forza FAYE,32.0,4,3600,2,16,10.0,18.0
PROXMEM UNDERWORLD TUF,32.0,5,6800,2,16,10.0,34.0
Kingston FURY Beast RGB,32.0,4,3200,1,32,10.0,16.0
TEAMGROUP T-Force Vulcan,16.0,5,6000,1,16,12.667,38.0
Crucial CT32G48C40S5,32.0,5,4800,1,32,16.667,40.0
Corsair Dominator Platinum RGB,64.0,4,3600,4,16,8.889,16.0
Crucial CT2K8G4SFS832A,16.0,4,3200,2,8,13.75,22.0
TEAMGROUP Elite Plus,16.0,5,4800,1,16,16.667,40.0
G.Skill Trident Z,64.0,4,3200,4,16,8.75,14.0
Kingston FURY Renegade Pro,32.0,5,5600,1,32,10.0,28.0
Kingston KVR16R11D4/8I,8.0,3,1600,1,8,13.75,11.0
TEAMGROUP T-Force Xtreem ARGB,16.0,4,3600,2,8,7.778,14.0
Kingston Fury Renegade RGB,32.0,4,3200,2,16,10.0,16.0
Lexar Ares RGB,16.0,4,4000,2,8,9.0,18.0
Kingston FURY Beast RGB,32.0,5,5600,1,32,12.857,36.0
Patriot Viper Venom RGB,64.0,5,5600,2,32,14.286,40.0
G.Skill Trident Z RGB,128.0,4,3200,4,32,8.75,14.0
VisionTek Adrenaline,4.0,2,800,1,4,15.0,6.0
Corsair ValueSelect,32.0,4,2666,1,32,13.503,18.0
G.Skill Ripjaws S5,32.0,5,5600,2,16,14.286,40.0
Kingston HyperX,8.0,3,1600,2,4,11.25,9.0
Kingston KVR13N9K2/16,16.0,3,1333,2,8,13.503,9.0
G.Skill Ripjaws,32.0,4,2133,4,8,14.065,15.0
Patriot Viper Steel,16.0,4,4133,2,8,9.194,19.0
Thermaltake TOUGHRAM RGB,16.0,4,3200,2,8,10.0,16.0
G.Skill Ripjaws V,16.0,4,4600,2,8,8.261,19.0
Kingston Fury Renegade RGB,64.0,4,3600,4,16,8.889,16.0
Kingston FURY Renegade Pro,256.0,5,6000,8,32,10.667,32.0
Kingston ValueRAM,2.0,2,667,1,2,14.993,5.0
Corsair Vengeance,12.0,3,1600,3,4,11.25,9.0
Corsair Dominator Platinum,16.0,3,1866,2,8,9.646,9.0
Kingston KHX1600C10D3B1/8G,8.0,3,1600,1,8,12.5,10.0
Corsair Vengeance LP,16.0,3,1600,2,8,11.25,9.0
Kingston HyperX Beast,32.0,3,1866,4,8,10.718,10.0
G.Skill F2-9600CL5D-4GBPI,4.0,2,1200,2,2,8.333,5.0
AMD R9 2400,16.0,3,2400,2,8,9.167,11.0
Kingston HyperX Fury,4.0,3,1866,1,4,10.718,10.0
Corsair ValueSelect,8.0,3,1600,1,8,13.75,11.0
Corsair Vengeance LPX,8.0,4,3000,2,4,10.0,15.0
G.Skill Aegis,8.0,4,2133,2,4,14.065,15.0
Corsair Vengeance LED,64.0,4,3000,4,16,10.0,15.0
TEAMGROUP T-Force Delta RGB,8.0,4,3000,2,4,10.667,16.0
GeIL SUPER LUCE RGB,16.0,4,3200,2,8,10.0,16.0
Micron MTA18ADF2G72AZ-3G2E1,16.0,4,3200,1,16,13.75,22.0
OLOy OWL,32.0,4,3600,2,16,10.0,18.0
TEAMGROUP T-Force Vulcan Z,8.0,4,3600,1,8,10.0,18.0
G.Skill TridentZ RGB,64.0,4,4266,2,32,8.908,19.0
TEAMGROUP T-Force Delta RGB,32.0,4,4000,2,16,9.0,18.0
ADATA XPG GAMMIX D45,32.0,4,3600,2,16,10.0,18.0
Silicon Power SP008GBLFU320X02,8.0,4,3200,1,8,13.75,22.0
TEAMGROUP T-Force DELTAα RGB,8.0,5,5200,1,8,14.615,38.0
Kingston ValueRAM,32.0,5,5600,1,32,16.429,46.0
Crucial Pro Overclocking,48.0,5,6000,2,24,12.0,36.0
Crucial CT2K32G56C46S5,64.0,5,5600,2,32,16.429,46.0
Kingston FURY Impact,32.0,4,3200,2,16,12.5,20.0
Crucial CT32G56C46S5,32.0,5,5600,1,32,16.429,46.0
Crucial CT16G56C46S5,16.0,5,5600,1,16,16.429,46.0
Patriot Viper Venom RGB,32.0,5,7000,2,16,11.429,40.0
Lexar Ares RGB,16.0,4,3866,2,8,9.312,18.0
Patriot Viper Venom RGB,32.0,5,6400,2,16,12.5,40.0
G.Skill NS,16.0,4,2400,2,8,12.5,15.0
Corsair Vengeance RGB Pro,32.0,4,4266,4,8,8.908,19.0
G.Skill Trident Z Royal,32.0,4,4400,2,16,8.636,19.0
Patriot Viper Xtreme 5 RGB,48.0,5,7600,2,24,9.474,36.0
Kingston FURY Renegade Pro,16.0,5,4800,1,16,15.0,36.0
G.Skill Ripjaws V,64.0,4,3600,4,16,7.778,14.0
G.Skill F4-3200C16Q2-128GTZSK,128.0,4,3200,8,16,10.0,16.0
Corsair Vengeance RGB Pro,32.0,4,3200,4,8,8.75,14.0
Silicon Power SP008GBLFU213B02,8.0,4,2133,1,8,14.065,15.0
Silicon Power SP016GBLFU320X02,16.0,4,3200,1,16,13.75,22.0
Kingston HyperX,16.0,3,1600,4,4,11.25,9.0
Corsair XMS3,16.0,3,1600,2,8,11.25,9.0
Samsung M393B2G70BH0-YH9,16.0,3,1333,1,16,13.503,9.0
Crucial CT16G4DFD8213,16.0,4,2133,1,16,14.065,15.0
Kingston FURY Renegade,32.0,4,3200,2,16,10.0,16.0
Patriot Viper Venom RGB,32.0,5,7200,2,16,11.111,40.0
Mushkin Enhanced Essentials,16.0,4,3200,2,8,13.75,22.0
Corsair XMS2,4.0,2,1066,2,2,9.381,5.0
Crucial CT12864BA1067,1.0,3,1066,1,1,13.133,7.0
Patriot Extreme Performance,4.0,2,800,2,2,12.5,5.0
Kingston HyperX Blu,8.0,3,1333,2,4,13.503,9.0
G.Skill Ripjaws X,8.0,3,1866,2,4,8.574,8.0
Corsair Dominator Platinum,32.0,3,1600,4,8,8.75,7.0
Kingston KVR16E11S8/4,4.0,3,1600,1,4,13.75,11.0
Corsair Vengeance RGB,128.0,4,3800,8,16,10.0,19.0
Gigabyte AORUS RGB,16.0,4,3200,2,8,10.0,16.0
Corsair Vengeance RGB Pro,32.0,4,4400,4,8,8.182,18.0
Kingston HyperX Fury RGB,8.0,4,3000,1,8,10.0,15.0
TEAMGROUP T-Force Dark Z,16.0,4,3200,2,8,10.0,16.0
Crucial Ballistix,64.0,4,3200,2,32,10.0,16.0
Corsair Vengeance LPX,128.0,4,4000,4,32,9.0,18.0
Kingston KSM26ED8/32ME,32.0,4,2666,1,32,14.254,19.0
Corsair Dominator Platinum RGB,32.0,5,5200,2,16,14.615,38.0
GeIL Polaris RGB,32.0,5,4800,2,16,16.667,40.0
G.Skill TridentZ RGB,16.0,4,4000,2,8,8.0,16.0
VisionTek 901513,32.0,5,4800,1,32,16.667,40.0
ADATA XPG GAMMIX D45,16.0,4,3200,1,16,10.0,16.0
Mushkin Redline,64.0,4,3600,2,32,7.778,14.0
G.Skill Ripjaws 4,8.0,4,3200,1,8,10.0,16.0
OLOy Blade RGB,32.0,5,7200,2,16,8.889,32.0
PROXMEM UNDERWORLD TUF,32.0,5,6000,2,16,10.0,30.0
ADATA XPG CASTER RGB,32.0,5,6000,2,16,13.333,40.0
Klevv CRAS XR5 RGB,32.0,5,8000,2,16,9.5,38.0
Mushkin Redline ST,32.0,5,6400,2,16,9.375,30.0
Crucial CT2KIT102464BF160B,16.0,3,1600,2,8,13.75,11.0
G.Skill Trident Z Royal,32.0,4,3600,2,16,7.778,14.0
Kingston FURY Impact,16.0,5,6000,1,16,12.667,38.0
Kingston KVR21R15D4/16,16.0,4,2133,1,16,14.065,15.0
G.Skill Trident Z Neo,64.0,4,3600,4,16,10.0,18.0
Mushkin Enhanced Redline Stiletto,64.0,4,3200,2,32,10.0,16.0
G.Skill F4-3200C16D-32GTZ,32.0,4,3200,2,16,10.0,16.0
G.Skill Trident Z RGB,16.0,4,4000,2,8,8.0,16.0
TEAMGROUP Elite,64.0,5,4800,2,32,16.667,40.0
Thermaltake TOUGHRAM,16.0,4,3600,2,8,10.0,18.0
G.Skill Trident Z RGB,32.0,4,4000,4,8,7.5,15.0
Corsair Vengeance RGB RT,16.0,4,3200,2,8,10.0,16.0
Kingston HyperX Predator,32.0,4,3600,2,16,9.444,17.0
TEAMGROUP T-Force Dark Pro,16.0,4,3200,2,8,8.75,14.0
Kingston FURY Renegade,16.0,4,3200,1,16,10.0,16.0
Corsair XMS3,16.0,3,1333,4,4,13.503,9.0
G.Skill Sniper,32.0,3,2133,4,8,9.376,10.0
G.Skill Ripjaws X,16.0,3,2133,2,8,10.314,11.0
G.Skill NT,8.0,4,2133,2,4,14.065,15.0
Corsair Vengeance LPX,64.0,4,3333,4,16,9.601,16.0
Kingston FURY Renegade,256.0,4,3200,8,32,10.0,16.0
Kingston FURY Beast,4.0,4,3200,1,4,10.0,16.0
G.Skill Aegis,4.0,4,2400,1,4,14.167,17.0
Corsair XMS2,4.0,2,800,2,2,12.5,5.0
Kingston ValueRAM,2.0,3,1333,1,2,13.503,9.0
Crucial CT102464BA160B,8.0,3,1600,1,8,13.75,11.0
G.Skill Trident X,16.0,3,1600,2,8,8.75,7.0
Corsair Vengeance Pro,16.0,3,1866,2,8,9.646,9.0
G.Skill Ripjaws,16.0,4,2666,4,4,11.253,15.0
Kingston HyperX Fury,16.0,4,2666,2,8,11.253,15.0
EVGA SuperSC,16.0,4,3200,2,8,10.0,16.0
Kingston FURY,8.0,4,2400,1,8,12.5,15.0
Kingston ValueRAM,16.0,4,2400,1,16,14.167,17.0
ADATA XPG GAMMIX D10,8.0,4,2666,1,8,12.003,16.0
ADATA XPG SPECTRIX D41,16.0,4,2666,2,8,12.003,16.0
Crucial Ballistix Sport LT,32.0,4,3200,2,16,10.0,16.0
G.Skill Trident Z Royal,32.0,4,3600,4,8,8.889,16.0
Kingston HyperX Fury,32.0,4,3466,2,16,10.964,19.0
Kingston HyperX Predator RGB,8.0,4,3200,1,8,10.0,16.0
Crucial Ballistix,32.0,4,2666,2,16,12.003,16.0
Silicon Power SP016GXLZU320BDAAD,16.0,4,3200,2,8,10.0,16.0
Kingston HyperX Fury,32.0,4,3200,4,8,10.0,16.0
Silicon Power GAMING,32.0,4,3600,2,16,10.0,18.0
TEAMGROUP T-Force Xtreem ARGB,64.0,4,3200,2,32,10.0,16.0
Kingston HyperX Fury,32.0,4,3200,1,32,10.0,16.0
Corsair Dominator Platinum RGB,32.0,4,3600,2,16,7.778,14.0
G.Skill Trident Z Neo (For AMD Ryzen),16.0,4,2666,2,8,13.503,18.0
G.Skill TridentZ RGB,16.0,4,4800,2,8,7.917,19.0
Corsair Vengeance RGB Pro SL,64.0,4,4000,2,32,9.0,18.0
HP V8 RGB,16.0,4,3200,2,8,10.0,16.0
ADATA XPG LANCER RGB,16.0,5,6000,1,16,13.333,40.0
Kingston ValueRAM,32.0,4,3200,1,32,13.75,22.0
Kingston Fury Renegade RGB,16.0,5,6400,1,16,10.0,32.0
ADATA XPG GAMMIX D45,64.0,4,3200,2,32,10.0,16.0
G.Skill Zeta R5,128.0,5,6000,8,16,10.0,30.0
PNY Performance,32.0,4,3200,1,32,13.75,22.0
Kingston FURY Renegade,16.0,5,7600,1,16,10.0,38.0
Mushkin Redline,32.0,4,2666,2,16,12.003,16.0
TEAMGROUP T-Create Expert,32.0,4,3600,2,16,7.778,14.0
G.Skill Ripjaws,4.0,4,2666,1,4,13.503,18.0
Kingston KVR18L13Q4/32,32.0,3,1866,1,32,13.934,13.0
Kingston KCP424SS6/4,4.0,4,2400,1,4,14.167,17.0
Kingston FURY Impact,16.0,5,5600,1,16,14.286,40.0
G.Skill Trident Z,32.0,5,6000,2,16,12.0,36.0
G.Skill Ares,16.0,3,1600,2,8,12.5,10.0
G.Skill Trident Z Royal,32.0,4,3600,2,16,10.0,18.0
Mushkin Enhanced Redline Stiletto,64.0,4,3600,2,32,10.0,18.0
Mushkin Essentials,16.0,3,1600,2,8,13.75,11.0
G.Skill Ripjaws V,16.0,4,4400,2,8,7.273,16.0
TEAMGROUP T-Create Classic,16.0,5,5600,1,16,16.429,46.0
G.Skill Ripjaws X,16.0,3,2133,2,8,9.376,10.0
G.Skill Ripjaws,32.0,4,2400,4,8,12.5,15.0
G.Skill Trident Z RGB,32.0,4,4266,2,16,7.97,17.0
Corsair Vengeance RGB RS,64.0,4,3200,4,16,10.0,16.0
TEAMGROUP Dark Pro 8PACK Edition,16.0,4,3600,2,8,8.889,16.0
Mushkin Redline,16.0,4,3200,2,8,8.75,14.0
G.Skill Trident Z Royal,32.0,4,4000,4,8,8.5,17.0
G.Skill Trident Z RGB,16.0,4,4000,2,8,7.5,15.0
Corsair Vengeance RGB Pro,32.0,4,4000,2,16,9.0,18.0
Kingston FURY Renegade,64.0,4,3200,2,32,10.0,16.0
Crucial CT2K8G52C42S5,16.0,5,5200,2,8,16.154,42.0
G.Skill Ripjaws V,16.0,4,3200,2,8,9.375,15.0
Corsair Vengeance RGB Pro,16.0,4,2933,2,8,10.91,16.0
G.Skill Ripjaws,4.0,3,1600,1,4,11.25,9.0
G.Skill Aegis,16.0,4,2400,2,8,12.5,15.0
TEAMGROUP T-Force Xtreem ARGB,16.0,4,4000,2,8,9.0,18.0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,32.0,5,5200,2,16,15.385,40.0
TEAMGROUP T-Force Delta RGB,16.0,4,3600,1,16,10.0,18.0
Corsair WS,64.0,5,6400,4,16,10.0,32.0
Kingston Fury Renegade RGB,24.0,5,7200,1,24,10.556,38.0
G.Skill Ripjaws X,32.0,3,1333,4,8,13.503,9.0
Kingston HyperX Beast,16.0,3,1866,2,8,10.718,10.0
Corsair Vengeance Pro,16.0,3,2133,2,8,10.314,11.0
Kingston KVR16LN11K2/8,8.0,3,1600,2,4,13.75,11.0
Corsair Dominator Platinum,64.0,3,2400,8,8,7.5,9.0
Kingston HyperX Fury,4.0,4,2133,1,4,13.127,14.0
Corsair ValueSelect,4.0,3,1600,1,4,13.75,11.0
Patriot Viper Elite,16.0,4,2133,2,8,13.127,14.0
Patriot Viper Elite,16.0,4,2400,1,16,13.333,16.0
Crucial Ballistix Sport LT,8.0,4,3200,1,8,10.0,16.0
Kingston HyperX Fury RGB,16.0,4,2400,1,16,12.5,15.0
OLOy MD4U163016CGDA,32.0,4,3000,2,16,10.667,16.0
ADATA XPG GAMMIX D30,32.0,4,3000,2,16,10.667,16.0
Kingston HyperX Fury,32.0,4,2666,4,8,12.003,16.0
Neo Forza FAYE,64.0,4,3000,2,32,10.0,15.0
G.Skill Trident Z Royal Elite,32.0,4,3600,2,16,7.778,14.0
G.Skill Trident Z Royal,128.0,4,3200,4,32,8.75,14.0
Kingston FURY Beast RGB,64.0,4,3200,2,32,10.0,16.0
Kingston Server Premier,64.0,4,2666,1,64,14.254,19.0
ADATA XPG GAMMIX D20,8.0,4,3200,1,8,10.0,16.0
VisionTek OCPC PISTA RGB,16.0,5,5600,2,8,12.857,36.0
ADATA XPG SPECTRIX D50,32.0,4,3200,4,8,10.0,16.0
Acer UD100,8.0,4,3200,1,8,13.75,22.0
V-Color Manta XPrism RGB,32.0,5,7200,2,16,10.0,36.0
Timetec PINNACLE Konduit RGB,8.0,4,3600,1,8,10.0,18.0
TEAMGROUP T-Force Vulcan,32.0,5,7000,2,16,9.143,32.0
Kingston FURY Renegade Pro,256.0,5,4800,8,32,15.0,36.0
Mushkin Redline,96.0,5,4800,2,48,16.667,40.0
G.Skill Trident Z Royal,32.0,4,4266,2,16,7.501,16.0
Crucial CT16G3ERSLD4160B,16.0,3,1600,1,16,13.75,11.0
G.Skill Ripjaws V,16.0,4,3600,2,8,7.778,14.0
G.Skill Flare X,32.0,4,3200,2,16,8.75,14.0
G.Skill Trident Z Royal,64.0,4,3600,4,16,8.889,16.0
Patriot Viper Venom RGB,64.0,5,5200,2,32,15.385,40.0
Kingston FURY Beast,64.0,4,3600,4,16,10.0,18.0
G.Skill Ripjaws,16.0,3,1866,2,8,11.79,11.0
Corsair Vengeance RGB RT,128.0,4,3600,4,32,10.0,18.0
G.Skill F4-3200C16Q2-128GTZ,128.0,4,3200,8,16,10.0,16.0
ADATA XPG LANCER RGB,32.0,5,6800,2,16,10.0,34.0
Kingston FURY Renegade Pro,128.0,5,6400,4,32,10.0,32.0
G.Skill Ripjaws X,8.0,3,1600,1,8,12.5,10.0
Crucial CT2K16G4DFD8213,32.0,4,2133,2,16,14.065,15.0
Samsung M471A4G43MB1,32.0,4,2666,1,32,14.254,19.0
Silicon Power XPOWER Zenith Gaming,16.0,5,5600,1,16,14.286,40.0
G.Skill Ares,8.0,3,1600,2,4,11.25,9.0
G.Skill Trident Z RGB,16.0,4,3600,2,8,10.556,19.0
TEAMGROUP T-Force Vulcan Z,16.0,4,2666,2,8,13.503,18.0
G.Skill Ripjaws V,256.0,4,3200,8,32,10.0,16.0
Crucial Ballistix MAX,32.0,4,4000,2,16,9.0,18.0
Mushkin Redline Lumina,64.0,4,3600,2,32,10.0,18.0
Apacer Panther RGB,32.0,5,6400,2,16,10.0,32.0
Corsair XMS3,6.0,3,1333,3,2,13.503,9.0
G.Skill Ripjaws,4.0,3,1600,2,2,11.25,9.0
Kingston KVR1066D3N7K2/8G,8.0,3,1066,2,4,13.133,7.0
Crucial Ballistix Tactical,16.0,3,1600,2,8,10.0,8.0
Corsair Vengeance Pro,32.0,3,2400,4,8,8.333,10.0
ADATA XPG V2,16.0,3,1866,2,8,10.718,10.0
Kingston HyperX Fury,8.0,3,1333,1,8,13.503,9.0
Crucial Ballistix Sport,32.0,3,1600,4,8,11.25,9.0
Corsair Vengeance LPX,32.0,4,2400,4,8,12.5,15.0
Kingston HyperX Fury,16.0,4,2400,4,4,12.5,15.0
G.Skill Ripjaws V,16.0,4,2400,4,4,12.5,15.0
Kingston HyperX Savage,32.0,4,3000,4,8,10.0,15.0
G.Skill Trident Z,32.0,4,2800,2,16,10.0,14.0
Corsair Vengeance LPX,16.0,4,3000,1,16,10.0,15.0
GeIL Dragon RAM,32.0,4,2800,2,16,11.429,16.0
Corsair Dominator Platinum,64.0,4,3200,4,16,10.0,16.0
TEAMGROUP Vulcan,16.0,4,2400,2,8,11.667,14.0
Samsung M386A8K40BM1-CRC4Q,64.0,4,2400,1,64,14.167,17.0
Crucial Ballistix Sport AT,8.0,4,2666,1,8,12.003,16.0
G.Skill Trident Z Neo,32.0,4,3200,4,8,10.0,16.0
Kingston HyperX Fury RGB,16.0,4,2400,2,8,12.5,15.0
Kingston HyperX Fury,8.0,4,3200,2,4,11.25,18.0
Crucial Ballistix MAX,16.0,4,4400,2,8,8.636,19.0
TEAMGROUP T-Force Vulcan TUF Gaming Alliance,32.0,4,3200,2,16,10.0,16.0
Kingston HyperX Fury,64.0,4,3466,2,32,9.81,17.0
G.Skill Trident Z Neo,32.0,4,4000,2,16,7.0,14.0
TEAMGROUP T-Force Delta RGB,32.0,4,3600,2,16,7.778,14.0
PNY XLR8,8.0,4,3600,1,8,10.0,18.0
ADATA XPG SPECTRIX D50,16.0,4,3600,1,16,10.0,18.0
G.Skill Trident Z,64.0,5,6000,2,32,10.0,30.0
HP V6,16.0,4,3000,2,8,10.667,16.0
Silicon Power XPOWER Zenith RGB Gaming,32.0,5,5200,2,16,14.615,38.0
Kingston HyperX Predator,32.0,4,2666,2,16,9.752,13.0
TEAMGROUP Elite Plus,8.0,4,3200,1,8,13.75,22.0
G.Skill Value,8.0,4,2133,1,8,14.065,15.0
G.Skill Flare X5,64.0,5,6000,2,32,10.667,32.0
Silicon Power SU032GBSFU320F22AF,32.0,4,3200,2,16,13.75,22.0
Crucial CT2K32G48C40S5,64.0,5,4800,2,32,16.667,40.0
G.Skill Trident Z Royal,16.0,4,3600,2,8,7.778,14.0
Mushkin Redline Lumina White,64.0,5,6000,2,32,10.0,30.0
Corsair Vengeance RGB Pro,16.0,4,4000,2,8,8.0,16.0
G.Skill Trident Z Royal,64.0,4,3600,2,32,8.889,16.0
G.Skill Sniper,16.0,3,2400,2,8,9.167,11.0
Patriot Viper 4,32.0,4,3200,2,16,10.0,16.0
Crucial Ballistix Sport AT,16.0,4,3200,2,8,10.0,16.0
Crucial CT2K16G4DFD832A,32.0,4,3200,2,16,13.75,22.0
OLOy WarHawk RGB,64.0,4,3200,2,32,10.0,16.0
Kingston FURY Renegade,16.0,4,4800,2,8,7.917,19.0
Kingston FURY Renegade,48.0,5,7200,2,24,10.556,38.0
Kingston FURY Renegade Pro,32.0,5,4800,1,32,15.0,36.0
Crucial CT16G4WFD8266,16.0,4,2666,1,16,14.254,19.0
G.Skill Ripjaws X,16.0,3,1866,2,8,10.718,10.0
TEAMGROUP TED48G2400C1601,8.0,4,2400,1,8,13.333,16.0
Corsair Dominator Platinum RGB,32.0,4,3600,4,8,8.889,16.0
G.Skill Trident Z Neo,32.0,4,3200,2,16,8.75,14.0
Kingston FURY Beast RGB,32.0,5,4800,1,32,15.833,38.0
Kingston FURY Beast RGB,32.0,5,5600,1,32,14.286,40.0
Kingston FURY Beast,16.0,4,3733,1,16,10.179,19.0
TEAMGROUP T-Create Expert,32.0,4,3200,2,16,8.75,14.0
Timetec PINNACLE Konduit RGB,16.0,4,3600,2,8,10.0,18.0
G.Skill Sniper,8.0,3,2400,2,4,9.167,11.0
G.Skill NT,16.0,4,2400,2,8,12.5,15.0
Samsung M391A2K43BB1-CRC,16.0,4,2400,1,16,14.167,17.0
Crucial CT2K8G4RFS424A,16.0,4,2400,2,8,14.167,17.0
Micron MT16KTF1G64AZ-1G6E1,8.0,3,1600,1,8,13.75,11.0
TEAMGROUP T-Force Night Hawk Legend RGB,32.0,4,3200,2,16,10.0,16.0
Corsair Dominator Platinum RGB,16.0,4,4000,2,8,9.0,18.0
