name,capacity,rpm,cache,form_factor,interface
Seagate Momentus,750.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Toshiba MK2576GSX,250.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation ES,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,1500.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,500.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Blue,750.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Western Digital Black,500.0,7200.0,16.0,2.5,SATA 6.0 Gb/s
Toshiba HDD3A01,2000.0,7200.0,16.0,3.5,SAS 6.0 Gb/s
Toshiba HDD3A02,1000.0,7200.0,16.0,3.5,SAS 6.0 Gb/s
Toshiba DT01ACA,1000.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Toshiba DT01ACA,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MG03ACA,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K4000,2000.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Western Digital Red Pro,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba PH2100U-1SHD,1000.0,,32.0,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,4000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST2000NX0303,2000.0,7200.0,128.0,2.5,SATA 6.0 Gb/s
Western Digital Blue,5000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MQ02ABD100H,1000.0,,64.0,2.5,SATA 6.0 Gb/s
Toshiba MD04ACA500,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,1200.0,10000.0,128.0,3.5,SAS 12.0 Gb/s
Seagate SkyHawk Surveillance,6000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,6000.0,5640.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,18000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance +Rescue,3000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,1000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG08ADA400E,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300,16000.0,7200.0,,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512e/4Kn,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300,6000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Hitachi 7K1000.B,160.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Seagate Cheetah 15K.7,600.0,15000.0,16.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Hitachi A7K2000,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar SE16,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K500.B,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital SE,1000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar,1800.0,10500.0,128.0,2.5,SAS 12.0 Gb/s
Seagate EXOS Enterprise,2000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300 Pro,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Blue Mobile,500.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Western Digital RE3,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,750.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,1000.0,5900.0,32.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,2000.0,5900.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 EG,1500.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,500.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,1000.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,1500.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MK3261GSYN,320.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Toshiba MK6465GSX,640.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Barracuda Green,1000.0,5900.0,32.0,3.5,SATA 3.0 Gb/s
Toshiba MK5076GSX,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,320.0,5400.0,16.0,2.5,SATA 3.0 Gb/s
Toshiba MK3259GSXP,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba HDKPC08,3000.0,7200.0,64.0,3.5,SATA 3.0 Gb/s
Toshiba PH2100U-1I54,1000.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Samsung ST750LM022/HN-M750MBB,750.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba DT01ACA,500.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,3000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Seagate STCL4000400 Retail Kit,4000.0,,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red,5000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Green,5000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Dell F617N,300.0,15000.0,16.0,3.5,SAS 6.0 Gb/s
Western Digital RE,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,8000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST3808110AS,80.0,7200.0,,3.5,SATA 3.0 Gb/s
Hitachi Deskstar NAS,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,8000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Western Digital Purple,8000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn SED,18000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba DT01-V,1000.0,5940.0,64.0,3.5,SATA 6.0 Gb/s
Lenovo ThinkStation,6000.0,7200.0,,3.5,SATA 6.0 Gb/s
Seagate Constellation.2,500.0,7200.0,64.0,2.5,SATA 6.0 Gb/s
Western Digital Purple,10000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,250.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,320.0,7200.0,8.0,3.5,PATA 100
Seagate Constellation.2,1000.0,7200.0,64.0,2.5,SATA 6.0 Gb/s
Hitachi 0J11563,750.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba MQ01ABD075,750.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital RE,500.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,500.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,1000.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,160.0,5400.0,8.0,3.5,SATA 3.0 Gb/s
Hitachi E7K1000,500.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 EG,2000.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,320.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Hitachi Deskstar,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate Constellation ES,2000.0,7200.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,640.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 5K1000,1000.0,5400.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,2500.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Seagate SV35,2000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Black,750.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,500.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar Z7K320,250.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital VelociRaptor,300.0,10000.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,1000.0,7200.0,16.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 7K1000.D,1000.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar 7K750,750.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Toshiba MK2002TSKB,2000.0,7200.0,64.0,3.5,SATA 3.0 Gb/s
Seagate Momentus Thin,320.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Seagate SV35.5,1000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,320.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Toshiba PH3300U-1I72,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MK2576GSX dup,250.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,250.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital Green,1500.0,5400.0,64.0,2.5,SATA 3.0 Gb/s
Western Digital RE,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Xe,600.0,10000.0,32.0,3.5,SAS 6.0 Gb/s
Hitachi Ultrastar 7K4000,3000.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Hitachi Deskstar 7K4000,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MQ01ABF050H,500.0,,32.0,2.5,SATA 6.0 Gb/s
Seagate ST500LT033,500.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Toshiba MQ01ABF032H,320.0,,32.0,2.5,SATA 6.0 Gb/s
Seagate ST500LM020,500.0,,,2.5,SATA 6.0 Gb/s
Toshiba MQ02ABF100,1000.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Seagate SV35,1000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Seagate SV35,2000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Ae,6000.0,5760.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,8000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi 0F27402,10000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar He10,10000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,2000.0,7200.0,128.0,2.5,SATA 6.0 Gb/s
Toshiba N300,14000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA200E,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG08ADA600E,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MD07ACA,14.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate ST600MM0158,600.0,10000.0,128.0,2.5,SAS 12.0 Gb/s
Western Digital RE,250.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital WDBSLA0010HNC-NRSN,1000.0,7200.0,,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,600.0,15000.0,256.0,2.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,2400.0,10000.0,256.0,2.5,SAS 12.0 Gb/s
Toshiba N300,10000.0,7200.0,,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Black,160.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda Pro,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA600E,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,900.0,15000.0,256.0,2.5,SAS 12.0 Gb/s
Toshiba S300 Pro,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300 Pro,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba N300,14000.0,7200.0,,3.5,SATA 6.0 Gb/s
Toshiba N300,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,450.0,10000.0,32.0,2.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,300.0,10000.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital RE2,750.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,640.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,320.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,160.0,5400.0,8.0,2.5,SATA 1.5 Gb/s
Hitachi 7K1000.B,1000.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.B,640.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F2 EG,1500.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 EG,1000.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,500.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,250.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Seagate Momentu,500.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Seagate SV35.5,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,160.0,7200.0,2.0,3.5,PATA 100
Western Digital AV-GP,2000.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,750.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Hitachi 0F10381,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Seagate Constellation ES,500.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K3000,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi 5K3000,2000.0,5400.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Black,750.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Black,2000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate Pipeline HD,1000.0,5900.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,750.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,250.0,7200.0,8.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Black,1500.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation.2,250.0,7200.0,64.0,2.5,SATA 6.0 Gb/s
Seagate Momentus 5400.6,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Hitachi 0J11561,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba MK1656GSY,160.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,3000.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,1000.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation ES,500.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,500.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Seagate Spinpoint F3,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital VelociRaptor,300.0,10000.0,32.0,2.5,SATA 3.0 Gb/s
Western Digital Caviar Green,320.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Green,2000.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba MK6476GSX,640.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation,1000.0,7200.0,64.0,2.5,SATA 6.0 Gb/s
Seagate Barracuda ES,750.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Seagate Momentus XT,500.0,,32.0,2.5,SATA 6.0 Gb/s
Seagate ST4000VN000,4000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Xe,300.0,10000.0,32.0,3.5,SAS 6.0 Gb/s
Western Digital Xe,900.0,10000.0,32.0,3.5,SAS 6.0 Gb/s
Seagate ST9640423AS,640.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Lenovo 0A89478,3000.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Seagate ST3500320NS-IM,500.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Toshiba MG03ACA,1000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,2000.0,7200.0,16.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,500.0,7200.0,16.0,3.5,SAS 6.0 Gb/s
Western Digital Black,320.0,7200.0,16.0,2.5,SATA 6.0 Gb/s
Seagate ST4000NC001,4000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Seagate ST4000VX000,4000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MBF245LRC,450.0,10000.0,16.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar A7K2000,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate ST2000NM0024,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital WDBH2D5000ENC-NRSN,500.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate Momentus,500.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Seagate ST1000NX0353,1000.0,7200.0,128.0,2.5,SATA 6.0 Gb/s
Seagate ST980813AS,80.0,7200.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba HDWA120XZSTA,2000.0,5700.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba HDWA130XZSTA,3000.0,5700.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi HGST Ultrastar C10K1800,1200.0,10500.0,128.0,3.5,SAS 12.0 Gb/s
Seagate SkyHawk,3000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi P7K500,500.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Seagate EXOS Enterprise,1000.0,7200.0,128.0,2.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,1000.0,7200.0,,2.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,3000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,4000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Toshiba MG04ACA200N,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MQ01ABD100M,1000.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Toshiba MG06ACA10TE,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MC04ACA400E,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST1000LM050,1000.0,7200.0,,2.5,SATA 6.0 Gb/s
Toshiba Slim L200,500.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Seagate Exos 7E8 4Kn,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8 512e,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300,4000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba L200,1000.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba DT02-V,2000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K6000,6000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar C10K1200,1200.0,10000.0,64.0,2.5,SAS 6.0 Gb/s
Toshiba N300 Pro,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate ST3146356SS-IM,146.0,15000.0,16.0,3.5,SAS 3.0 Gb/s
Toshiba N300,18000.0,7200.0,,3.5,SATA 6.0 Gb/s
Toshiba MG06ACA600E,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Hitachi A7K2000,500.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Toshiba S300 Pro,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Momentus XT,750.0,7200.0,32.0,2.5,SATA 6.0 Gb/s
Seagate ST3000VM002,3000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Seagate ST1800MM0128,1800.0,10000.0,128.0,2.5,SAS 12.0 Gb/s
Dell K054N,600.0,10000.0,16.0,3.5,SAS 6.0 Gb/s
Western Digital Gold,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,500.0,7200.0,16.0,3.5,PATA 100
Seagate Enterprise Capacity,2000.0,7200.0,128.0,2.5,SAS 12.0 Gb/s
Toshiba MG06ACA800E,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,150.0,10000.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital RE4,1500.0,7200.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital RE2-GP,1000.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,750.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,640.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,320.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,250.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital AV,320.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital AV,250.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital AV,160.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,2000.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,250.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.B,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.B,250.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Hitachi E7K1000,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 EG,500.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3,160.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F2 EG,1000.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 EG,320.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,250.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,160.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,160.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,400.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7E,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7E,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Barracuda ES,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate Pipeline HD,160.0,5900.0,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F4,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Hitachi 7K500,160.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital RE4,250.0,7200.0,64.0,3.5,SATA 3.0 Gb/s
Seagate SV35,1000.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Seagate Pipeline HD,250.0,5900.0,8.0,3.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,160.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K500.B,160.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200 FDE.2,250.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,320.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,250.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar Z5K320,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 7K500,250.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Hitachi Deskstar 7K3000,1500.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,250.0,5400.0,8.0,2.5,SATA 1.5 Gb/s
Seagate Momentus,750.0,5400.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital Caviar Green,750.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar Z5K320,250.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,500.0,5400.0,16.0,2.5,SATA 3.0 Gb/s
Toshiba MK6461GSYN,640.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital Caviar Green,320.0,5400.0,32.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar Z7K320,320.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus Thin,250.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus Thin,320.0,5400.0,16.0,2.5,SATA 3.0 Gb/s
Toshiba MK2565GSX,250.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus LP,1000.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,160.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital AV,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M8,250.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital VelociRaptor,250.0,10000.0,64.0,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation CS,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation CS,1000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES.3,3000.0,7200.0,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.3,1000.0,7200.0,128.0,3.5,SAS 6.0 Gb/s
Seagate Momentus XT,750.0,,32.0,2.5,SATA 6.0 Gb/s
Western Digital WD3001FAEX,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital SE,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Green,750.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Western Digital WDBMMA0010HNC-NRSN,1000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar,500.0,7200.0,32.0,2.5,SATA 6.0 Gb/s
IBM 43X0839,73.4,15000.0,16.0,2.5,SAS 6.0 Gb/s
Lenovo 0A65633,1000.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
